date;Evènement;Etat
2021-12-21 05:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-21 06:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-21 06:23:00;Changement état de hivernage;4 inconnu
2021-12-21 06:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-21 06:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-21 06:38:00;Changement état de hivernage;3 inconnu
2021-12-21 06:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-21 07:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-21 07:23:00;Changement état de hivernage;4 inconnu
2021-12-21 07:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-21 07:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-21 07:38:00;Changement état de hivernage;3 inconnu
2021-12-21 07:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-21 08:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-21 08:23:00;Changement état de hivernage;4 inconnu
2021-12-21 08:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-21 08:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-21 08:38:00;Changement état de hivernage;3 inconnu
2021-12-21 08:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-21 09:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-21 09:23:00;Changement état de hivernage;4 inconnu
2021-12-21 09:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-21 09:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-21 09:38:00;Changement état de hivernage;3 inconnu
2021-12-21 09:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-21 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2021-12-21 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-21 10:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-21 10:23:00;Changement état de hivernage;4 inconnu
2021-12-21 10:38:00;Changement d’état de la filtration;1 Marche AUTO
2021-12-21 10:38:00;Changement état de hivernage;3 inconnu
2021-12-21 10:38:46;Changement état de hivernage;2 Actif activé
2021-12-21 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-21 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-21 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2021-12-21 14:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-21 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-21 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-21 18:54:38;Changement état de hivernage;3 inconnu
2021-12-21 19:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-21 19:23:00;Changement état de hivernage;4 inconnu
2021-12-21 19:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-21 19:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-21 19:38:00;Changement état de hivernage;3 inconnu
2021-12-21 19:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-21 20:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-21 20:23:00;Changement état de hivernage;4 inconnu
2021-12-21 20:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-21 20:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-21 20:38:00;Changement état de hivernage;3 inconnu
2021-12-21 20:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-21 21:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-21 21:23:00;Changement état de hivernage;4 inconnu
2021-12-21 21:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-21 21:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-21 21:38:00;Changement état de hivernage;3 inconnu
2021-12-21 21:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-21 22:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-21 22:23:00;Changement état de hivernage;4 inconnu
2021-12-21 22:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-21 22:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-21 22:38:00;Changement état de hivernage;3 inconnu
2021-12-21 22:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-21 23:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-21 23:23:00;Changement état de hivernage;4 inconnu
2021-12-21 23:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-21 23:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-21 23:38:00;Changement état de hivernage;3 inconnu
2021-12-21 23:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 00:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 00:23:00;Changement état de hivernage;4 inconnu
2021-12-22 00:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 00:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 00:38:00;Changement état de hivernage;3 inconnu
2021-12-22 00:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 01:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 01:23:00;Changement état de hivernage;4 inconnu
2021-12-22 01:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 01:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 01:38:00;Changement état de hivernage;3 inconnu
2021-12-22 01:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 02:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 02:23:00;Changement état de hivernage;4 inconnu
2021-12-22 02:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 02:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 02:38:00;Changement état de hivernage;3 inconnu
2021-12-22 02:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 03:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 03:23:00;Changement état de hivernage;4 inconnu
2021-12-22 03:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 03:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 03:38:00;Changement état de hivernage;3 inconnu
2021-12-22 03:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 04:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 04:23:00;Changement état de hivernage;4 inconnu
2021-12-22 04:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 04:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 04:38:00;Changement état de hivernage;3 inconnu
2021-12-22 04:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 05:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 05:23:00;Changement état de hivernage;4 inconnu
2021-12-22 05:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 05:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 05:38:00;Changement état de hivernage;3 inconnu
2021-12-22 05:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 06:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 06:23:00;Changement état de hivernage;4 inconnu
2021-12-22 06:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 06:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 06:38:00;Changement état de hivernage;3 inconnu
2021-12-22 06:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 07:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 07:23:00;Changement état de hivernage;4 inconnu
2021-12-22 07:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 07:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 07:38:00;Changement état de hivernage;3 inconnu
2021-12-22 07:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 08:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 08:23:00;Changement état de hivernage;4 inconnu
2021-12-22 08:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 08:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 08:38:00;Changement état de hivernage;3 inconnu
2021-12-22 08:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 09:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 09:23:00;Changement état de hivernage;4 inconnu
2021-12-22 09:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 09:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 09:38:00;Changement état de hivernage;3 inconnu
2021-12-22 09:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 10:00:00;Changement d’état de la filtration;1 Marche AUTO
2021-12-22 10:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 10:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 10:23:00;Changement état de hivernage;4 inconnu
2021-12-22 10:29:45;Changement d’état de la filtration;1 Marche AUTO
2021-12-22 10:29:45;Changement état de hivernage;2 Actif activé
2021-12-22 11:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 11:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 13:49:15;Changement d’état de la NCC;-2 inconnu
2021-12-22 13:49:16;Changement d’état de la NCC;-1 Arrêt securite
2021-12-22 14:00:00;Changement d’état de la filtration;1 Marche AUTO
2021-12-22 14:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 16:01:08;Changement état de hivernage;3 inconnu
2021-12-22 16:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 16:23:00;Changement état de hivernage;4 inconnu
2021-12-22 16:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 16:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 16:38:00;Changement état de hivernage;3 inconnu
2021-12-22 16:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 17:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 17:23:00;Changement état de hivernage;4 inconnu
2021-12-22 17:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 17:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 17:38:00;Changement état de hivernage;3 inconnu
2021-12-22 17:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 18:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 18:23:00;Changement état de hivernage;4 inconnu
2021-12-22 18:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 18:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 18:38:00;Changement état de hivernage;3 inconnu
2021-12-22 18:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 19:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 19:23:00;Changement état de hivernage;4 inconnu
2021-12-22 19:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 19:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 19:38:00;Changement état de hivernage;3 inconnu
2021-12-22 19:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 20:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 20:23:00;Changement état de hivernage;4 inconnu
2021-12-22 20:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 20:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 20:38:00;Changement état de hivernage;3 inconnu
2021-12-22 20:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 21:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 21:23:00;Changement état de hivernage;4 inconnu
2021-12-22 21:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 21:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 21:38:00;Changement état de hivernage;3 inconnu
2021-12-22 21:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 22:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 22:23:00;Changement état de hivernage;4 inconnu
2021-12-22 22:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 22:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 22:38:00;Changement état de hivernage;3 inconnu
2021-12-22 22:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-22 23:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-22 23:23:00;Changement état de hivernage;4 inconnu
2021-12-22 23:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-22 23:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-22 23:38:00;Changement état de hivernage;3 inconnu
2021-12-22 23:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-23 00:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-23 00:23:00;Changement état de hivernage;4 inconnu
2021-12-23 00:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-23 00:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-23 00:38:00;Changement état de hivernage;3 inconnu
2021-12-23 00:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-23 01:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-23 01:23:00;Changement état de hivernage;4 inconnu
2021-12-23 01:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-23 01:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-23 01:38:00;Changement état de hivernage;3 inconnu
2021-12-23 01:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-23 02:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-23 02:23:00;Changement état de hivernage;4 inconnu
2021-12-23 02:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-23 02:38:00;Changement d’état de la filtration;0 Arrêt AUTO
2021-12-23 02:38:00;Changement état de hivernage;3 inconnu
2021-12-23 02:38:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2021-12-23 03:23:00;Changement d’état de la filtration;5 Marche hivernage
2021-12-23 03:23:00;Changement état de hivernage;4 inconnu
2021-12-23 03:23:00;Changement état du traitement PH;-6 Arrêt température trop basse
2021-12-23 03:38:00;Changement d’état de la filtration;0 Arrêt AUTO
